"date,total_pnl,total_fees,num_trades,win_rate,net_pnl,classification,value,next_day_net_pnl,target"
"2024-02-07,241.24212,0.339693,15,13.333333333333334,240.902427,Greed,62,767.753137,1"
"2024-02-08,770.756024,3.0028870000000003,10,40.0,767.753137,Greed,66,958.487884,1"
"2024-02-11,983.443176,24.955292,34,20.588235294117645,958.487884,Greed,71,886.7698759999998,1"
"2024-02-12,913.8817869999998,27.111911,16,37.5,886.7698759999998,Greed,70,559.483882,1"
"2024-02-13,559.44389,-0.039992,14,100.0,559.483882,Extreme Greed,79,3807.6823590000004,1"
"2024-02-14,3830.599833,22.917474000000002,111,74.77477477477478,3807.6823590000004,Greed,74,1810.09138,1"
"2024-02-15,1840.797677,30.706297,63,90.47619047619048,1810.09138,Greed,72,5464.543664000001,1"
"2024-02-16,5491.768834,27.22517,182,80.21978021978022,5464.543664000001,Greed,72,1867.586747,1"
"2024-02-17,1929.6418,62.055053,94,64.8936170212766,1867.586747,Extreme Greed,76,480.7657549999999,1"
"2024-02-18,477.6248299999999,-3.140925,97,62.88659793814433,480.7657549999999,Greed,72,4302.915943,1"
"2024-02-19,4317.768563,14.85262,101,76.23762376237624,4302.915943,Extreme Greed,75,3260.555149,1"
"2024-02-20,3263.628824,3.073675,39,79.48717948717949,3260.555149,Greed,72,1855.8279410000002,1"
"2024-02-21,1858.7985700000002,2.970629,22,68.18181818181817,1855.8279410000002,Extreme Greed,78,3868.6524899999995,1"
"2024-02-22,3894.1050699999996,25.45258,88,45.45454545454545,3868.6524899999995,Greed,74,1420.619999,1"
"2024-02-23,1418.55293,-2.067069,143,95.8041958041958,1420.619999,Extreme Greed,76,-30.680899999999998,0"
"2024-02-25,-30.7705,-0.0896,5,0.0,-30.680899999999998,Greed,74,4416.945025,1"
"2024-02-26,4416.8473,-0.09772499999999981,39,87.17948717948718,4416.945025,Greed,72,892.2733420000001,1"
"2024-02-27,888.511733,-3.761609,63,41.269841269841265,892.2733420000001,Extreme Greed,79,2505.124387,1"
"2024-02-28,2503.747235,-1.377152,45,86.66666666666667,2505.124387,Extreme Greed,82,9812.637907,1"
"2024-02-29,9813.996992,1.3590849999999999,116,86.20689655172413,9812.637907,Extreme Greed,80,8244.788263,1"
"2024-03-01,8244.241409,-0.546854,137,93.43065693430657,8244.788263,Extreme Greed,80,231.36972900000006,1"
"2024-03-02,230.90060000000005,-0.4691290000000001,31,67.74193548387096,231.36972900000006,Extreme Greed,80,8363.593348,1"
"2024-03-03,8361.086245,-2.507103,79,68.35443037974683,8363.593348,Extreme Greed,83,27800.335191000002,1"
"2024-03-04,27799.775742,-0.559449,300,88.66666666666667,27800.335191000002,Extreme Greed,82,19795.464500000002,1"
"2024-03-05,19791.026041,-4.438459,180,90.55555555555556,19795.464500000002,Extreme Greed,90,6818.1804569999995,1"
"2024-03-06,6814.825139,-3.355318,82,87.8048780487805,6818.1804569999995,Extreme Greed,75,4275.557865000001,1"
"2024-03-08,4271.886236,-3.6716290000000003,67,88.05970149253731,4275.557865000001,Extreme Greed,81,9947.649860000001,1"
"2024-03-09,9949.501624,1.8517640000000002,117,82.90598290598291,9947.649860000001,Extreme Greed,84,2480.646128,1"
"2024-03-10,2482.9272,2.281072,42,69.04761904761905,2480.646128,Extreme Greed,79,3579.706605,1"
"2024-03-11,3588.179495,8.47289,42,92.85714285714286,3579.706605,Extreme Greed,82,3034.2200470000002,1"
"2024-03-12,3039.166,4.945953,8,87.5,3034.2200470000002,Extreme Greed,81,-2.100278,0"
"2024-03-13,0.0,2.100278,7,0.0,-2.100278,Extreme Greed,81,3454.14904,1"
"2024-03-14,3465.865832,11.716792,18,88.88888888888889,3454.14904,Extreme Greed,88,6187.028648,1"
"2024-03-15,6236.513651,49.485003,62,66.12903225806451,6187.028648,Extreme Greed,83,218.05156,1"
"2024-03-16,228.57984,10.52828,8,12.5,218.05156,Extreme Greed,81,469.530626,1"
"2024-03-17,503.293955,33.763329,23,43.47826086956522,469.530626,Extreme Greed,79,1432.01442,1"
"2024-03-18,1456.9577,24.943279999999998,19,31.57894736842105,1432.01442,Extreme Greed,77,642.809661,1"
"2024-03-19,668.797973,25.988312,24,20.833333333333336,642.809661,Extreme Greed,79,6383.255761,1"
"2024-03-20,6423.134599,39.878838,69,86.95652173913044,6383.255761,Greed,74,2319.113325,1"
"2024-03-21,2335.5080749999997,16.394750000000002,28,82.14285714285714,2319.113325,Extreme Greed,78,1288.12964,1"
"2024-03-24,1297.018477,8.888837,19,78.94736842105263,1288.12964,Greed,74,1282.925716,1"
"2024-03-25,1302.916428,19.990712,7,85.71428571428571,1282.925716,Extreme Greed,75,3187.75919,1"
"2024-03-26,3215.906593,28.147402999999997,118,93.22033898305084,3187.75919,Extreme Greed,81,118.69318799999999,1"
"2024-03-27,150.41114,31.717952,38,31.57894736842105,118.69318799999999,Extreme Greed,83,218.791779,1"
"2024-03-28,227.85100799999998,9.059229,13,69.23076923076923,218.791779,Extreme Greed,80,852.677374,1"
"2024-03-29,883.097404,30.420029999999997,15,40.0,852.677374,Extreme Greed,79,1090.6356859999999,1"
"2024-03-30,1100.57514,9.939454,45,97.77777777777777,1090.6356859999999,Extreme Greed,75,898.816623,1"
"2024-03-31,912.786145,13.969522000000001,13,76.92307692307693,898.816623,Extreme Greed,75,2424.212044,1"
"2024-04-01,2507.963406,83.751362,77,54.54545454545454,2424.212044,Extreme Greed,79,803.628238,1"
"2024-04-02,883.760812,80.13257399999999,41,29.268292682926827,803.628238,Extreme Greed,79,125.12719899999999,1"
"2024-04-03,126.7884,1.661201,4,25.0,125.12719899999999,Greed,71,-33.595684999999996,0"
"2024-04-04,0.0,33.595684999999996,32,0.0,-33.595684999999996,Greed,70,10603.054168,1"
"2024-04-05,10706.484306,103.430138,100,90.0,10603.054168,Extreme Greed,79,212.45685699999999,1"
"2024-04-06,236.33513399999998,23.878277,16,25.0,212.45685699999999,Extreme Greed,75,-17.495845,0"
"2024-04-07,0.0,17.495845,23,0.0,-17.495845,Extreme Greed,78,1156.636152,1"
"2024-04-08,1218.4267,61.790548,30,3.3333333333333335,1156.636152,Extreme Greed,76,-19.972341,0"
"2024-04-09,0.0,19.972341,3,0.0,-19.972341,Extreme Greed,80,5084.335852,1"
"2024-04-10,5207.443414,123.107562,41,87.8048780487805,5084.335852,Extreme Greed,78,363.002835,1"
"2024-04-11,389.743164,26.740329,16,12.5,363.002835,Extreme Greed,76,-690.2067140000001,0"
"2024-04-12,-592.6458390000001,97.560875,129,55.03875968992248,-690.2067140000001,Extreme Greed,79,6502.452579,1"
"2024-04-13,6621.451755,118.999176,89,68.53932584269663,6502.452579,Greed,72,-36317.489924,0"
"2024-04-14,-36104.012520000004,213.477404,107,30.8411214953271,-36317.489924,Greed,72,3733.4381160000003,1"
"2024-04-15,3774.08872,40.650603999999994,41,85.36585365853658,3733.4381160000003,Greed,74,2449.244536,1"
"2024-04-16,2467.702221,18.457685,47,91.48936170212765,2449.244536,Greed,65,2430.847437,1"
"2024-04-17,2441.4683999999997,10.620963,14,92.85714285714286,2430.847437,Greed,67,1828.4052020000001,1"
"2024-04-19,1946.4454620000001,118.04025999999999,35,77.14285714285715,1828.4052020000001,Greed,66,-121.289047,0"
"2024-04-20,0.0,121.289047,22,0.0,-121.289047,Greed,66,-16.797764,0"
"2024-04-22,0.0,16.797764,9,0.0,-16.797764,Greed,73,1048.22772,1"
"2024-04-23,1119.536196,71.308476,66,53.03030303030303,1048.22772,Greed,71,229.739591,1"
"2024-04-24,279.185907,49.446315999999996,20,30.0,229.739591,Greed,72,-160.159512,0"
"2024-04-25,0.0,160.159512,74,0.0,-160.159512,Greed,72,-1.745898,0"
"2024-04-26,0.0,1.745898,3,0.0,-1.745898,Greed,70,4227.495589,1"
"2024-04-27,4281.488139,53.99255,27,70.37037037037037,4227.495589,Greed,67,-15.394946,0"
"2024-04-28,0.0,15.394946,58,0.0,-15.394946,Greed,65,488.88920599999994,1"
"2024-04-29,526.9338359999999,38.04463,45,37.77777777777778,488.88920599999994,Greed,67,-43.75655,0"
"2024-04-30,0.0,43.75655,24,0.0,-43.75655,Greed,67,-30.458908,0"
"2024-05-01,0.0,30.458908,14,0.0,-30.458908,Neutral,54,5207.106363999999,1"
"2024-05-03,5306.017045,98.910681,36,47.22222222222222,5207.106363999999,Neutral,48,-20.649559,0"
"2024-05-04,0.0,20.649559,9,0.0,-20.649559,Greed,67,-7.496777999999999,0"
"2024-05-05,0.916,8.412778,6,16.666666666666664,-7.496777999999999,Greed,69,896.484634,1"
"2024-05-06,968.59038,72.105746,9,44.44444444444444,896.484634,Greed,71,845.498632,1"
"2024-05-07,883.537693,38.039061,18,50.0,845.498632,Greed,68,-21.511066,0"
"2024-05-08,1.56576,23.076826,13,7.6923076923076925,-21.511066,Greed,64,1069.907724,1"
"2024-05-09,1147.595856,77.688132,28,39.285714285714285,1069.907724,Greed,55,2046.8330050000002,1"
"2024-05-10,2101.741695,54.90869,22,27.27272727272727,2046.8330050000002,Greed,66,229.467617,1"
"2024-05-11,251.604742,22.137125,9,100.0,229.467617,Neutral,53,-19.312829,0"
"2024-05-12,0.0,19.312829,23,0.0,-19.312829,Greed,56,2069.26226,1"
"2024-05-13,2136.853859,67.591599,28,35.714285714285715,2069.26226,Greed,57,1099.4746200000002,1"
"2024-05-14,1150.5233050000002,51.048685,23,17.391304347826086,1099.4746200000002,Greed,66,866.747695,1"
"2024-05-15,948.970582,82.222887,36,47.22222222222222,866.747695,Greed,64,157.67248,1"
"2024-05-16,214.5898,56.91732,27,18.51851851851852,157.67248,Greed,70,3478.1885690000004,1"
"2024-05-18,3522.3946610000003,44.206092,25,64.0,3478.1885690000004,Greed,73,-10.499327000000001,0"
"2024-05-19,0.0,10.499327000000001,8,0.0,-10.499327000000001,Greed,72,-88.162104,0"
"2024-05-20,-74.818442,13.343662,10,0.0,-88.162104,Greed,70,6904.0656279999985,1"
"2024-05-21,7289.397571999999,385.331944,125,11.200000000000001,6904.0656279999985,Extreme Greed,76,-15.748349000000001,0"
"2024-05-22,0.0,15.748349000000001,6,0.0,-15.748349000000001,Extreme Greed,76,299.91725,1"
"2024-05-23,413.347329,113.43007899999999,325,44.61538461538462,299.91725,Extreme Greed,76,804.165113,1"
"2024-05-24,821.949278,17.784165,2,100.0,804.165113,Greed,74,3.8791519999999977,1"
"2024-05-25,14.126038999999999,10.246887000000001,16,31.25,3.8791519999999977,Extreme Greed,76,759.915709,1"
"2024-05-26,778.6839,18.768190999999998,16,25.0,759.915709,Extreme Greed,75,1083.523404,1"
"2024-05-27,1129.35587,45.832466,251,35.85657370517929,1083.523404,Greed,74,240.91535399999998,1"
"2024-05-29,277.791953,36.876599,164,41.46341463414634,240.91535399999998,Greed,72,19.958107000000002,1"
"2024-05-30,20.951433,0.993326,7,71.42857142857143,19.958107000000002,Greed,73,24.085473999999998,1"
"2024-05-31,25.35812,1.272646,13,30.76923076923077,24.085473999999998,Greed,73,87.018313,1"
"2024-06-01,91.510419,4.492106,25,36.0,87.018313,Greed,72,185.114035,1"
"2024-06-02,192.906947,7.792912,93,36.55913978494624,185.114035,Greed,73,557.430122,1"
"2024-06-03,562.808208,5.378086,70,62.857142857142854,557.430122,Greed,73,44.778485,1"
"2024-06-04,52.211438,7.432953,53,47.16981132075472,44.778485,Greed,73,48.951446000000004,1"
"2024-06-05,56.055506,7.1040600000000005,54,29.629629629629626,48.951446000000004,Extreme Greed,75,237.09376299999997,1"
"2024-06-06,274.173187,37.079424,234,42.73504273504273,237.09376299999997,Extreme Greed,78,8529.504751999999,1"
"2024-06-07,8902.467416,372.962664,440,40.0,8529.504751999999,Extreme Greed,77,95.06570200000002,1"
"2024-06-08,129.13883900000002,34.073137,29,27.586206896551722,95.06570200000002,Greed,72,-7.515775,0"
"2024-06-09,0.0,7.515775,17,0.0,-7.515775,Extreme Greed,75,16.570476999999997,1"
"2024-06-10,31.266804999999998,14.696328000000001,53,33.9622641509434,16.570476999999997,Greed,72,4190.703598,1"
"2024-06-11,4320.631811,129.928213,123,13.821138211382115,4190.703598,Greed,74,-21950.45291,0"
"2024-06-12,-21886.531493,63.921417,254,8.267716535433072,-21950.45291,Greed,72,6599.357365000001,1"
"2024-06-13,6632.757115,33.39975,79,24.050632911392405,6599.357365000001,Greed,70,10219.638533,1"
"2024-06-14,10258.592609,38.954076,31,48.38709677419355,10219.638533,Greed,74,3118.535797,1"
"2024-06-15,3369.958346,251.422549,78,48.717948717948715,3118.535797,Greed,74,-8.832277,0"
"2024-06-16,0.0,8.832277,11,0.0,-8.832277,Greed,71,10470.56935,1"
"2024-06-17,10599.502375,128.93302500000001,38,65.78947368421053,10470.56935,Greed,71,215.41610200000002,1"
"2024-06-18,282.57636,67.160258,25,16.0,215.41610200000002,Greed,74,4748.805201,1"
"2024-06-19,4887.656944,138.851743,61,50.81967213114754,4748.805201,Greed,64,57464.986976,1"
"2024-06-20,57478.456026,13.46905,39,20.51282051282051,57464.986976,Greed,60,712.2811049999999,1"
"2024-06-21,773.5582039999999,61.277099,80,3.75,712.2811049999999,Greed,63,716.3431830000001,1"
"2024-06-22,756.876565,40.533382,24,33.33333333333333,716.3431830000001,Neutral,53,-0.17921199999999998,0"
"2024-06-23,0.0,0.17921199999999998,5,0.0,-0.17921199999999998,Greed,55,-103.551001,0"
"2024-06-24,0.0,103.551001,31,0.0,-103.551001,Neutral,51,4833.268454,1"
"2024-06-25,4869.353105,36.084651,49,22.448979591836736,4833.268454,Fear,30,4070.177882,1"
"2024-06-26,4197.732182,127.5543,72,29.166666666666668,4070.177882,Neutral,46,-45.556012,0"
"2024-06-27,0.0,45.556012,30,0.0,-45.556012,Fear,40,5690.030914,1"
"2024-06-29,6150.326145,460.295231,75,32.0,5690.030914,Fear,30,-17.057669,0"
"2024-06-30,0.0,17.057669,14,0.0,-17.057669,Neutral,47,4640.516283,1"
"2024-07-01,5065.839308,425.323025,64,40.625,4640.516283,Neutral,53,2409.794386,1"
"2024-07-02,2421.253116,11.458730000000001,18,72.22222222222221,2409.794386,Neutral,51,1055.7586019999999,1"
"2024-07-03,1118.387284,62.628682,18,22.22222222222222,1055.7586019999999,Neutral,50,-113.02464499999999,0"
"2024-07-04,0.0,113.02464499999999,25,0.0,-113.02464499999999,Fear,44,-95.130717,0"
"2024-07-05,0.0,95.130717,32,0.0,-95.130717,Fear,29,-235.481982,0"
"2024-07-06,108.87217799999999,344.35416,24,29.166666666666668,-235.481982,Fear,26,61.379067,1"
"2024-07-07,61.428942,0.049875,10,100.0,61.379067,Fear,29,-0.0156,0"
"2024-07-08,0.0,0.0156,1,0.0,-0.0156,Fear,28,648.586844,1"
"2024-07-09,648.984412,0.39756800000000003,15,100.0,648.586844,Fear,27,11736.969867,1"
"2024-07-10,11977.734907,240.76504,56,67.85714285714286,11736.969867,Fear,28,1817.351639,1"
"2024-07-11,1876.812082,59.460443,19,47.368421052631575,1817.351639,Fear,29,1380.960625,1"
"2024-07-12,1412.314654,31.354029,19,47.368421052631575,1380.960625,Fear,25,2864.9016269999997,1"
"2024-07-13,2913.617837,48.71621,17,100.0,2864.9016269999997,Fear,25,-29.400389,0"
"2024-07-14,0.0,29.400389,7,0.0,-29.400389,Fear,33,-69.995769,0"
"2024-07-15,-1.0,68.995769,26,0.0,-69.995769,Neutral,52,-50.400180999999996,0"
"2024-07-16,0.0,50.400180999999996,22,0.0,-50.400180999999996,Greed,65,1652.667564,1"
"2024-07-17,1859.269477,206.601913,351,41.31054131054131,1652.667564,Greed,69,3576.487647,1"
"2024-07-18,3803.884311,227.396664,60,80.0,3576.487647,Greed,61,2103.2968260000002,1"
"2024-07-19,2155.891114,52.594288,23,52.17391304347826,2103.2968260000002,Greed,60,2218.411148,1"
"2024-07-20,2299.169566,80.758418,266,12.406015037593985,2218.411148,Greed,74,-3025.440227,0"
"2024-07-21,-2960.716887,64.72334,448,4.6875,-3025.440227,Greed,74,1419.66034,1"
"2024-07-22,1517.119876,97.459536,154,14.285714285714285,1419.66034,Greed,70,89831.05907999999,1"
"2024-07-23,89890.302206,59.243126000000004,370,88.91891891891892,89831.05907999999,Greed,71,570.4942,1"
"2024-07-24,625.561479,55.067279,90,20.0,570.4942,Greed,69,692.5523440000001,1"
"2024-07-25,916.7382600000001,224.185916,78,12.82051282051282,692.5523440000001,Greed,68,2559.946098,1"
"2024-07-26,2766.513113,206.567015,152,40.131578947368425,2559.946098,Greed,68,6083.803762,1"
"2024-07-27,6400.623656,316.819894,57,73.68421052631578,6083.803762,Greed,72,572.159908,1"
"2024-07-28,587.29903,15.139122,16,75.0,572.159908,Greed,71,216.28476999999998,1"
"2024-07-29,330.80445399999996,114.519684,39,41.02564102564102,216.28476999999998,Greed,74,-12.602264,0"
"2024-07-30,0.0,12.602264,6,0.0,-12.602264,Greed,67,736.113617,1"
"2024-07-31,765.690884,29.577267000000003,43,32.55813953488372,736.113617,Greed,61,58.984981000000005,1"
"2024-08-01,167.080017,108.095036,57,7.017543859649122,58.984981000000005,Neutral,52,636.8477289999998,1"
"2024-08-02,782.3681909999999,145.520462,63,26.984126984126984,636.8477289999998,Greed,57,355.53659400000004,1"
"2024-08-03,464.1897,108.653106,37,2.7027027027027026,355.53659400000004,Fear,37,-123117.903118,0"
"2024-08-04,-122672.000883,445.902235,127,2.3622047244094486,-123117.903118,Fear,34,-13216.384327,0"
"2024-08-05,-13013.665169,202.719158,80,41.25,-13216.384327,Fear,26,204.69676899999996,1"
"2024-08-06,267.318048,62.621279,107,12.149532710280374,204.69676899999996,Extreme Fear,17,185.0370512,1"
"2024-08-07,188.789255,3.7522038,33,30.303030303030305,185.0370512,Fear,29,-47.360212,0"
"2024-08-08,-40.712216999999995,6.647995,9,0.0,-47.360212,Extreme Fear,20,17896.81689532,1"
"2024-08-09,18082.071276,185.25438068,144,29.86111111111111,17896.81689532,Neutral,48,-50.0831879,0"
"2024-08-10,0.0,50.0831879,88,0.0,-50.0831879,Fear,40,806.8453330000001,1"
"2024-08-11,847.7766200000001,40.931287,24,16.666666666666664,806.8453330000001,Fear,39,822.598605,1"
"2024-08-12,858.6705000000001,36.071895,48,12.5,822.598605,Fear,25,194.148143,1"
"2024-08-13,212.08102,17.932876999999998,23,34.78260869565217,194.148143,Fear,31,2122.4084070000004,1"
"2024-08-14,2168.9015130000003,46.493106,25,20.0,2122.4084070000004,Fear,30,-16.50261,0"
"2024-08-15,0.0,16.50261,12,0.0,-16.50261,Fear,29,744.042602,1"
"2024-08-16,825.230544,81.187942,35,8.571428571428571,744.042602,Fear,27,-305.379652,0"
"2024-08-17,-288.283113,17.096539,30,0.0,-305.379652,Fear,25,285.220331,1"
"2024-08-18,307.201888,21.981557000000002,15,80.0,285.220331,Fear,31,304.589325,1"
"2024-08-19,339.69958299999996,35.110258,8,62.5,304.589325,Fear,28,175.13267000000002,1"
"2024-08-20,192.602844,17.470174,12,8.333333333333332,175.13267000000002,Fear,30,619.454342,1"
"2024-08-21,656.200925,36.746583,145,37.24137931034483,619.454342,Fear,26,983.076928,1"
"2024-08-23,1005.30527,22.228341999999998,10,30.0,983.076928,Fear,34,-12.249882,0"
"2024-08-24,0.0,12.249882,7,0.0,-12.249882,Greed,56,-26.303603,0"
"2024-08-25,0.0,26.303603,17,0.0,-26.303603,Neutral,54,198.933986,1"
"2024-08-26,231.236918,32.302932,6,33.33333333333333,198.933986,Greed,55,-52.053552,0"
"2024-08-27,0.0,52.053552,50,0.0,-52.053552,Neutral,48,1308.453619,1"
"2024-08-28,1333.359645,24.906026,9,22.22222222222222,1308.453619,Fear,30,-3.498547,0"
"2024-08-29,0.0,3.498547,1,0.0,-3.498547,Fear,29,243.432824,1"
"2024-08-30,256.464,13.031175999999999,6,16.666666666666664,243.432824,Fear,34,-29.072513999999998,0"
"2024-08-31,10.882801,39.955315,34,35.294117647058826,-29.072513999999998,Fear,29,133.107232,1"
"2024-09-01,137.433093,4.325861,12,41.66666666666667,133.107232,Fear,26,-10.500148,0"
"2024-09-02,0.0,10.500148,2,0.0,-10.500148,Fear,26,1002.2149049999999,1"
"2024-09-04,1065.785132,63.570226999999996,34,14.705882352941178,1002.2149049999999,Fear,27,0.0,0"
"2024-09-05,0.0,0.0,1,0.0,0.0,Fear,29,-1118.523241,0"
"2024-09-06,-1104.856765,13.666476,42,0.0,-1118.523241,Extreme Fear,22,0.0,0"
"2024-09-08,0.0,0.0,1,0.0,0.0,Fear,29,-34.9079,0"
"2024-09-09,0.0,34.9079,2,0.0,-34.9079,Fear,26,-227.020059,0"
"2024-09-10,-219.729659,7.2904,3,0.0,-227.020059,Fear,33,0.0,0"
"2024-09-11,0.0,0.0,1,0.0,0.0,Fear,37,-30.381330000000002,0"
"2024-09-14,0.0,30.381330000000002,11,0.0,-30.381330000000002,Neutral,50,-910.417737,0"
"2024-09-18,-878.684794,31.732943,145,0.0,-910.417737,Neutral,45,-28.60766,0"
"2024-09-19,0.0,28.60766,19,0.0,-28.60766,Neutral,49,9475.717249,1"
"2024-09-20,9585.03428,109.317031,16,50.0,9475.717249,Neutral,54,36107.592488999995,1"
"2024-09-21,36165.56933,57.976841,23,100.0,36107.592488999995,Neutral,54,-6.999907,0"
"2024-09-22,0.0,6.999907,3,0.0,-6.999907,Neutral,52,320.643794,1"
"2024-09-23,334.760796,14.117002000000001,2,50.0,320.643794,Neutral,50,-12.966142,0"
"2024-09-24,0.0,12.966142,10,0.0,-12.966142,Neutral,54,-17.764677,0"
"2024-09-25,0.0,17.764677,9,0.0,-17.764677,Greed,59,408.464309,1"
"2024-09-26,439.812513,31.348204,8,25.0,408.464309,Neutral,50,-37.503311,0"
"2024-09-27,0.0,37.503311,56,0.0,-37.503311,Greed,61,-2.8031200000000003,0"
"2024-09-28,0.0,2.8031200000000003,4,0.0,-2.8031200000000003,Greed,64,2644.988712,1"
"2024-09-30,2710.626288,65.637576,106,4.716981132075472,2644.988712,Greed,61,-48.98401,0"
"2024-10-01,0.0,48.98401,4,0.0,-48.98401,Neutral,50,-34.984016999999994,0"
"2024-10-02,0.0,34.984016999999994,4,0.0,-34.984016999999994,Fear,42,53.848290999999996,1"
"2024-10-03,100.375782,46.527491000000005,9,33.33333333333333,53.848290999999996,Fear,37,0.0,0"
